posting_id,segment_index,segment,topic
P097,7,Conducting and analysing feasibility studies and impact assessments.,81
P097,8,"Analysing and documenting ""as is"" business processes and modelling ""to be"" processes.",51
P097,9,Supporting the development of business cases with agreed benefits and costs.,81
P097,10,"Translating business requirements into project artefacts, such as user stories, specifications, use case documents, system design documents and data definitions.",16
P097,11,Ensuring that development team and/or vendor partners have a clear and complete understanding of the requirements.,16
P097,12,"Supporting and facilitating acceptance testing by the user community, including development of test scenario and test scripts.",44
P097,13,Compliance with the agreed delivery framework.,72
P097,14,Establishing effective working relationships with colleagues at all levels to ensure effective delivery of project tasks and products.,69
P097,15,Extensive experience of working in an agile delivery environment.,13
P097,16,"Experience of end-to-end website implementation projects with integration eg CRM, finance, other SaaS solutions, and single sign on to optimize customer experience.",24
P097,17,"Experience of being involved in significant business change including staffing, cultural, financial, transactional, IT and overall performance implications.",93
P097,18,Strong process design and re-engineering skills including process mapping with use of tools such as Visio or other business process modelling tools.,51
P097,19,"Experience of using industry standard methods, techniques and business change tools for example BPMN, UML/Use Cases, SWOT analysis, Five Why's, Lean Six Sigma principles and methodology and wireframes.",31
P097,20,Ability to solve problems creatively and effectively and to understand the business drivers for change.,6
P097,21,"Experience of analysing business and IT requirements in order to achieve process improvements, cost savings and remove inefficiencies.",31
P097,22,"Experience of using a broad range of business analysis skills, including writing a business case, producing cost/benefit analysis, conducting impact assessments, documenting functional specifications, reviewing design documents, and the end-to-end testing process.",31
P097,23,Good understanding of information and document management principles.,73
P097,24,"Strong verbal and written communication skills, capable of dealing with people at all levels.",4
P097,25,"Proven stakeholder management skills, including the ability to adopt an assertive approach and challenge business assumptions, while maintaining a diplomatic, tactful and sensitive manner.",52
P097,26,"Self-starter, able to innovate, work under own initiative and be comfortable with continual change.",53
P097,27,"Experience of being able to deliver under pressure to tight deadlines, prioritising work across multiple workstreams.",21
P097,28,"InterQuest Group is acting as an employment agency for this vacancy. InterQuest Group is an equal opportunities employer and we welcome applications from all suitably qualified persons regardless of age, disability, gender, religion/belief, race, marriage, civil partnership, pregnancy, maternity, sex or sexual orientation. Please make us aware if you require any reasonable adjustments throughout the recruitment process.",0
P098,0,"Combine your career goals and sense of adventure by joining our exciting team of employees. Royal Caribbean Group is pleased to offer a competitive compensation & benefits package, and excellent career development opportunities, each offering unique ways to explore the world.",42
P098,1,We are looking for a Business Analyst Lead to join Silversea Cruises. This position is available in our,47
P098,2,", however we will also consider candidates who are based in",45
P098,3,Please see full job details below.,85
P098,4,"Collect, analyze and document with the appropriate level of detail any change request, business and functional requirements received by Business referents",16
P098,5,Manage the Reservation systems backlog and support the prioritization of development requests based on business value,39
P098,6,Ensure any system implementation is properly documented and fully functional,73
P098,7,Oversee any development testing and coordinate the user acceptance sign-off prior to the release in production,44
P098,8,"The position will work in close collaboration with the Call Centers, Sales, Marketing, Revenue Management and Ecommerce teams and will cooperate with the Business Automation Functional and Tech Leads to ensure business priorities are harmonized across systems, development capacity is maximized and time-to-market deadlines are respected.",15
P098,9,"Bachelor’s degree or higher in Computer Science, Information Technology, Engineering or any related discipline.",10
P098,10,Equivalent experience a similar role as Business Analyst in Software Engineering / Information Technology teams or related functional areas.,14
P098,11,Essential Qualifications And Skills,18
P098,12,"Discuss, understand and document business requirements",16
P098,13,Ability to translate business requirements into documented functional requirements or user stories for the hand-over to the tech team,39
P098,14,Understand the end-to-end process from a user point of view,51
P098,15,"Support the production of solution prototypes, diagrams and interfaces where needed",73
P098,16,Creation and maintenance of application and testing documentation,73
P098,17,Responsible for solution’s deploy and user training,69
P098,18,"We know there's a lot to consider. As you go through the application process, our recruiters will be glad to provide guidance, and more relevant details to answer any additional questions.",2
P098,19,Thank you again for your interest in Royal Caribbean Group. We'll hope to see you onboard soon.,2
P098,20,"It is the policy of the Company to ensure equal employment and promotion opportunity to qualified candidates without discrimination or harassment on the basis of race, color, religion, sex, age, national origin, disability, sexual orientation, sexuality, gender identity or expression, marital status, or any other characteristic protected by law.",0
P098,21,Royal Caribbean Group and each of its subsidiaries prohibit and will not tolerate discrimination or harassment.,0
P099,0,Exciting Role: Risk & Compliance Business Analyst,27
P099,1,We are actively recruiting on behalf of our esteemed client for a proactive Business Analyst to join their Compliance Department.,47
P099,2,This is an incredible opportunity to play a pivotal role in shaping and enhancing the Risk and Compliance function.,76
P099,3,"The role involves leveraging expertise in systems, projects, and testing, while contributing to the seamless production of Management Information and implementing efficient processes.",69
P099,4,Innovative Business Analysis/Systems Expertise:,31
P099,5,"Drive the implementation and maintenance of robust systems for sanctions screening, online training, and client information recording.",22
P099,6,Be a catalyst for positive change by recommending improvements and conducting user acceptance testing within the specialised AML/CFT and sanctions domain.,44
P099,7,Collaborate with the management team to establish a cutting-edge framework for sanctions screening.,72
P099,8,Be a key player in supporting MLRO/MLCO in decisions related to new client on-boarding with a focus on sanction considerations.,72
P099,9,Evaluate potential sanction screening matches and continuously test for the robustness of the framework.,72
P099,10,Customer Due Diligence Mastery:,62
P099,11,Provide hands-on assistance with technical referrals for complex CDD queries arising from new business inquiries.,24
P099,12,Navigate Police Liaison Notices and Court Production Orders:,34
P099,13,Showcase your organisational prowess by handling the collation of information within the specified time lines imposed by relevant authorities.,34
P099,14,"Contribute your expertise to the preparation and delivery of engaging online and face-to-face training sessions. Your focus will be on fostering a culture of compliance, covering topics like sanctions, suspicious activity reporting, and customer due diligence.",72
P099,15,Collaborate with management in producing not just reports but comprehensive and captivating insights for relevant Boards and committees.,34
P099,16,"Dive headfirst into regulatory projects, aspiring to become a recognised AML/CFT and sanctions subject matter expert.",18
P099,17,Showcase your strong analytical and data interrogation skills with enthusiasm.,23
P099,18,Previous experience in an anti-money laundering role with an in-depth knowledge of Jersey AML/CFT legislation.,36
P099,19,Demonstrate familiarity with CDD and take-on procedures.,44
P099,20,"Proficient in Microsoft applications, especially Excel, and other AML/CFT and sanction screening systems.",9
P099,21,"While not essential, a basic understanding of law firm matters (corporate, property, probate, and fiduciary clients) is a plus.",36
P099,22,Experience in a project environment is a big plus.,93
P099,23,Aim high with an ICA Diploma in Anti-Money Laundering or equivalent. Your commitment to continuous learning is highly valued.,25
P100,0,Exciting opportunity for a Senior Business Analyst: Oil Refinery Optimization to join this global Energy company.,47
P100,1,Candidates who are able to speak Spanish or German would be ideal.,4
P100,2,"For Senior Business Analyst who is aspired to be a Product Manager, you will be responsible for driving the strategic vision, development, and lifecycle management of our products. Your expertise in business analysis will be crucial in understanding market needs, defining product requirements, and ensuring the successful delivery of high-impact solutions.",14
P100,3,Business Analysis & Process Improvement,92
P100,4,"Lead requirement gathering sessions with stakeholders to understand business goals, processes, and challenges.",94
P100,5,"Analyse and document detailed business requirements, use cases, and user stories.",39
P100,6,"Conduct in-depth market research, competitive analysis, and user feedback to identify opportunities and pain points for process improvement and optimization.",92
P100,7,Collaborate with business units to streamline workflows and enhance operational efficiency.,92
P100,8,Conduct feasibility studies and impact assessments for proposed solutions.,81
P100,9,Recommend and implement best practices to drive continuous improvement.,92
P100,10,"Act as a bridge between technical and non-technical stakeholders, translating business requirements into actionable tasks for the development team.",28
P100,11,Product Strategy And Roadmap,61
P100,12,Work with Product Owner to develop and articulate a comprehensive product strategy aligned with overall business goals.,28
P100,13,"Ensure timely and high-quality delivery of product releases, managing trade-offs between scope, time, and resources.",54
P100,14,"Create and maintain a product roadmap that reflects market trends, customer needs, and competitive landscape.",58
P100,15,Collaborate with cross-functional teams to prioritize features and enhancements.,69
P100,16,"Implement effective product lifecycle management strategies, including end-of-life planning and sunset activities.",81
P100,17,Perform data analysis to extract meaningful insights and support decision-making.,1
P100,18,"Develop and maintain data models, ensuring accuracy and relevance.",22
P100,19,Collaborate with data engineers and analysts to ensure data integrity and availability.,22
P100,20,"Create comprehensive documentation, including business requirements documents, process flows, and system specifications.",73
P100,21,"Generate and present reports to key stakeholders, summarizing findings and providing actionable insights.",34
P100,22,Maintain documentation in a structured and accessible manner.,73
P100,23,Product Management & Project Leadership,69
P100,24,"Lead and coordinate initiatives that drive business value to bp, ensuring delivery adherence to product vision and the scrum framework.",94
P100,25,Collaborate with product owner and cross-functional teams to achieve ensure deliverables are align with business strategy and product vision.,54
P100,26,Provide mentorship and guidance to junior business analysts.,14
P100,27,Collaborate with QA teams to develop test plans and ensure that solutions meet business requirements.,44
P100,28,"Participate in testing activities, validating that solutions align with business needs.",44
P100,29,Performance Monitoring And Optimization,50
P100,30,Define key performance indicators (KPIs) and use data-driven insights to monitor product performance.,50
P100,31,"Implement continuous improvement processes based on user feedback, market trends, and performance metrics.",92
P100,32,Identify opportunities for product optimization and enhancements to maximize customer satisfaction.,62
P100,33,Oil and Refinery experience,43
P100,34,Suitable applicants may have a scheduling and/or a general refinery technology background with some knowledge of core refinery processes and is able to understand the economics of these processes.,36
P100,35,"Relevant experience in refinery technology, oil movements or supply & distribution is an advantage.",43
P100,36,"Bachelor's or Master's degree in Information Technology, Computer Science or a related field.",10
P100,37,"Proven experience as a Senior Business Analyst, demonstrating expertise in complex projects and have experience in delivering products using Scrum frameworks.",13
P100,38,Strong analytical and problem-solving skills.,6
P100,39,Proficiency in business analysis tools and methodologies.,31
P100,40,Relevant certifications such as CBAP (Certified Business Analysis Professional) are preferred.,77
P100,41,Experience with using Azure Devops for product delivery,54
P100,42,"This needs combining with a positive attitude and an ability to work within a large, globally dispersed project team in a multi-cultural environment.",78
P100,43,"You also need to be a self-starter, a logical thinker and a quick learner, with strong initiative and excellent communication, interpersonal and presentation skills, able to write clearly and concisely.",4
P100,44,"We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.",0
P100,45,"Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet.",83
P100,46,Please telephone for an immediate response or email your CV for a reply within one hour.,2
P100,47,Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing,83
P102,0,"Business Analyst | Leeds | Up to £60,000",47
P102,1,"G.Digital are working with one of our closest clients to help source a Business Analyst. You'll be joining at a period of immense growth, delivering high-quality products with a super talented team supporting you!",47
P102,2,This organisation has a great Leeds reputation for the quality of the work they deliver and their own culture internally - G.Digital has placed 8 people in the last 3 years and they all still LOVE it!,15
P102,3,They work across all industries with a particular specialism in tech-for-good projects so you're working on projects having a major impact on the country.,15
P102,4,"As a Business Analyst, you'll work with the multi-disciplinary squads in delivering large-scale projects.",14
P102,5,You'll have opportunities to deliver projects across a variety of industries and customers.,54
P102,6,Leeds based - 2 days a week in the office,3
P102,7,2+ years' experience in a BA role,26
P102,8,Strong communicator - can build relationships with stakeholders,66
P102,9,25 days holiday + bank hols,38
P102,10,"Business Analyst | Leeds | Up to £60,000",47
P103,0,London hybrid 2-3 days a week,3
P103,1,"HSBC Innovation bank is looking for a Business Analyst to join the UK Transformation and Change Management team to support initiatives and projects across a wide scope of revenue generation, operational efficiency, platform implementation / upgrade and regulatory led projects.",47
P103,2,"From project mobilization, you will typically support the UK Project Manager (various levels) across several work streams contributing to the delivery of the project plan within time, cost and quality.",69
P103,3,"Researching, analysing, and evaluating all the options that are related to the task in hand enabling you to provide recommendations back to the Project Manager",69
P103,4,"Ownership of project documentation, such as Business / technical requirements, Implementation approach and any post project reviews that are conducted.",73
P103,5,"Working alongside the Project Manager on the creation of project business cases, budgets and key UAT testing documentation / scripts",69
P103,6,Working with all project stakeholders to ensure they have full understanding of their responsibilities and commitments to the project / programme as well as the impact of the project on their respective businesses.,28
P103,7,Previous business analyst experience gained in a change or digital environment. Ideally you will have had exposure to agile led projects.,47
P103,8,"Proven experience managing multiple, complex and cross functional / cross geography business initiatives / projects.",93
P103,9,Working within commercial Credit and Lending is highly desirable,36
P103,10,Excellent analytical skills and attention of detail,6
P103,11,"Ability to plan, organize and prioritise workloads and work on your own initiative – you will be aligned to multiple projects / programmes",21
P103,12,Demonstrates a proactive approach to finding effective solutions in a dynamic business environment.,6
P103,13,"Excellent communication and presentation abilities, including strong written and verbal skills.",4
P103,14,Proven ability to manage and influence senior stakeholders (up to Executive level) tailoring the content and approach to the specific audience.,66
P103,15,"An entrepreneurial, collaborative approach and a flexible style that allows for the input of others.",42
P103,16,"If you are interested, please do not hesitate to apply, either apply direct or reach out at Max.Stylianides@tapfin.com",2
P104,0,A entry level commercial or finance analyst role |Excellent on site training offer,27
P104,1,"Our client is a leading player in the FMCG sector, employing over 20,000 people across the UK. The company prides itself on its innovative and sustainable approach to business, working tirelessly to deliver high-quality products to consumers.",90
P104,2,Analyse business performance and provide financial insight to support commercial decisions.,12
P104,3,Work closely with the finance team to maintain accurate financial records.,32
P104,4,"Assist in the preparation of monthly, quarterly and annual financial reports.",12
P104,5,Support budgeting and forecasting activities.,17
P104,6,Identify financial risks and opportunities within the business.,76
P104,7,Contribute to continuous improvement initiatives within the finance department.,32
P104,8,Participate in cross-functional projects within the FMCG sector.,90
P104,9,Adhere to all company policies and regulations.,72
P104,10,A Successful Commercial Analyst Should Have,27
P104,11,"A degree in Finance, Business or Economics",10
P104,12,Strong analytical and problem-solving skills.,6
P104,13,Proficiency in using financial software and Microsoft Office Suite.,9
P104,14,Excellent communication and interpersonal skills.,4
P104,15,A keen interest in the FMCG industry.,90
P104,16,The ability to work efficiently in a fast-paced environment.,57
P104,17,"A competitive salary in the range of £27,000 - £33,000 per annum.",11
P104,18,Comprehensive training and development opportunities.,7
P104,19,A diverse and inclusive workplace culture.,0
P104,20,The chance to work with a dedicated and passionate team in the FMCG industry.,90
P104,21,The opportunity to make a real impact in a leading FMCG,90
P104,22,Based close to Risca,19
P104,23,This is an exciting opportunity for a Commercial Analyst to develop a rewarding career in the FMCG industry. We look forward to receiving your application.,90
P104,24,Quote job ref: JN-012024-6291636,68
P106,0,"Annual Salary : £50,000 GBP per annum+ Benefits applicable and listed below",11
P106,1,"Reporting to the Residual Value Manager, you will:",12
P106,2,Play a vital role in understanding how changes in the wider economic and automotive landscape will impact new & used car market dynamics and the risks faced by the UK’s largest car fleet,60
P106,3,"Develop relationships with car manufacturers, retailers, vehicle converters and wider industry contacts by attending vehicle launch events and external automotive conferences",58
P106,4,"Serve as a subject matter expert on future product and technological development in the industry, explaining how trends such as electrification, connected vehicles and the agency model will impact residual value risk in the future",76
P106,5,Apply this knowledge to produce vehicle level RVs and maintenance budgets for our fleet on a quarterly basis,17
P106,6,Use our suite of analytical tools to build reports and draw succinct data-driven insights for senior stakeholders on key industry trends,101
P106,7,"Manage cross-functional forums and internal governance meetings, using these meetings to clearly articulate and explain the factors behind market developments to wider business stakeholders",28
P106,8,"Collaborate with key business stakeholders including the Analytics, Pricing, VRM, Manufacturer Relations and Conversions & Adaptations teams to develop and share key insights as the market develops at pace",28
P106,9,Use your technical abilities to maintain and contribute to the continued development of Asset Risk’s forecasting processes and market insights,76
P106,10,The successful candidate will:,45
P106,11,Possess a comprehensive understanding of how data should be used to answer complex business challenges,1
P106,12,Be commercially minded and able to apply analytical approaches to deliver workable solutions in a fast-paced business environment,6
P106,13,Work collaboratively with team members to develop clear solutions to complex problems,69
P106,14,Have sufficient technical proficiency and confidence to question the status quo with the aim of continually developing our forecast approach and departmental thinking,17
P106,15,"Communicate comfortably to internal and external stakeholders of all levels of seniority and function, with an ability to construct clear and coherent arguments on complex challenges",28
P106,16,Display high levels of organisation to manage multiple projects with different stakeholders and deadlines,69
P106,17,Experience of working in an analytically oriented commercial environment & business facing insights / economic view / Forecasting,14
P106,18,"Strong analytical, data visualisation & problem-solving experience",6
P106,19,"Excellent communication and presentation skills, with the ability to influence others",4
P106,20,"Advanced MS Office skills, including Excel and PowerPoint",9
P106,21,Comfortable in transforming complex data in to easily digested insights,23
P106,22,Considerable interest in the automotive industry and vehicles,36
P106,23,Experience of producing a forecast,17
P106,24,Experience of a data visualisation tool (e.g. Tableau/Power BI/Oracle Analytics,8
P106,25,Experience of Snowflake or SQL,65
P107,0,To Apply for this Job Click Here,85
P107,1,"£50,000 - £65,000 + benefits",11
P107,2,Interested to work with a well-known name in the finance space? Work within a global data team to focus on customer insight with a pricing lens and deliver high-value and high-impact projects!,1
P107,3,"This is a leader within financial services and the banking sector. They have a large stake in the UK and global markets, so they are successful and a market leader. They are developing new products consistently to ensure they're outperforming their competitors!",32
P107,4,"As a Senior Insight Analyst, Your Focus Will Be To Aid The Business In Providing Insights Across Customer And Campaign Analytics. Specifically, You Will",1
P107,5,"Use SQL/SAS/BigQuery to understand and breakdown large sets of data to extract impactful insights on customer lifetime value, customer churn and retention",58
P107,6,"Segment customers through data modelling and deep dive analysis, allowing for targeted marketing and a more personalised customer experience",58
P107,7,Provide insights to senior stakeholders (internal and external) across the business on who the customers are and how you can engage them,28
P107,8,"Focus on CRM and using email, SMS and push campaigns to upsell, cross sell and attract new customers!",58
P107,9,The successful candidate will likely have the following skills and experience:,45
P107,10,An expert in SQL/SAS (GCP and BigQuery would be desirable),65
P107,11,"Good knowledge of customer analytics and KPI's such as CLV, retention and loyalty",50
P107,12,Confident providing insights to high level senior stakeholders and conveying complex tech terms in digestible jargon,28
P107,13,A background in finance or banking is desirable,36
P107,14,"Base salary on offer up to £65,000",11
P107,15,"Wider package includes bonus, pension, and more - typical offerings of a high-street bank",5
P107,16,"Hybrid working - policy of 3 days a week in the office. If you're interested in the role but unable to do this, please still apply - this is an employer that supports applications from candidates of all backgrounds!",3
P107,17,"Chance to be involved in projects that offer you creative freedom, much less red tape than usual in financial institutions!",36
P107,18,Have a big impact on customers and see the value and impact of your insights and recommendations,58
P107,19,Please register your interest by sending your CV to Alanah Chambers via the Apply link on this page.,2
P107,20,The company cannot offer sponsorship on this occasion.,56
P107,21,I am unable to respond to every applicant due to volume of respondents.,2
P107,22,"Data Analyst, Data Analytics, SAS, Python, R, Data Modelling, Google Analytics, Adobe Analytics, Coremetrics, GA, AA, Clustering, Propensity Modelling, Segmentation, CRM, CRM Analytics, Marketing Analyst, Insight Analyst, Growth Analyst, Customer",1
P107,23,To Apply for this Job Click Here,85
P109,0,has an exciting opportunity for an experience,42
P109,1,"on a full-time, permanent, hybrid basis out of our centrally located Bristol office.",3
P109,2,The Finance BI Analyst will report to the Finance Systems & BI Manager. The role will encompass providing technical support with regards reporting for the rest of Finance to ensure maximum efficiency; report writing and technical support for the rest of the business as a whole including external clients.,27
P109,3,"Our finance team provides support to the firm in management accounting, billing, credit control, purchase and payments management and budgeting as well as providing financial compliance input to support the firm's strategic decision-making processes. The finance team plays a vital role in managing risk and financial performance for the firm.",32
P109,4,"We are a Disability Confident employer and guarantee to interview anyone with a disability, long term health condition or neurodiversity whose application meets the essential criteria for the role. If this applies to you and you feel you meet the minimum criteria for this vacancy as set out in this advert then please contact",29
P109,5,Point of contact for the team for reporting requirements,34
P109,6,Maintaining and updating internal and external reports,34
P109,7,Process mapping of existing procedures; updating in Visio as per department standard; ongoing checking of mapping and amending / maintaining following system changes; mapping new procedures as required,51
P109,8,Liaising and maintaining an excellent working relationship with IT to ensure standardisation across the business with regards development and implementation of reports,34
P109,9,"Working with key stakeholders (eg practice managers, CSG Ops managers) to ensure their financial reporting requirements are developed and maintained",34
P109,10,Previous SQL experience is essential.,65
P109,11,Commercial experience of creating analytical reports using SSRS,34
P109,12,Quality oriented with a focused customer service approach,62
P109,13,"Must be highly organised with the ability to effectively manage a constantly changing workload under pressure, meeting demanding processing targets and adhering to service standards",21
P109,14,"Able to work unsupervised and on own initiative with a pro-active and flexible approach with and a good eye for detail, excellent communication and numeracy skills",4
P109,15,A good knowledge of Microsoft Office packages,9
P109,16,Finance knowledge preferred but not essential,36
P109,17,Power Bi knowledge preferred but not essential,8
P109,18,"We are a leading international legal business with over 2,900 colleagues and a diverse range of capabilities. We have 11 offices in the UK as well as offices in Dublin, Madrid, Paris, Milan, Rome, Singapore, Argentina Chile, Colombia, Mexico and Miami. We also have associations/alliances with firms in Malaysia, Brazil, Peru, Central America, the USA, Australia and Germany.",30
P109,19,"We are a broad-based commercial firm with a strong heritage in insurance, health and real estate.",60
P109,20,This is complemented by a fast-growing Business Advisory capability.,42
P109,21,"We represent a wide range of clients, ranging from household names to government departments and NHS bodies.",30
P109,22,"We act for all of the UK’s top-ten insurers, we are market leaders in the provision of strategic, commercial and regulatory advice to providers and commissioners in the health sector, and in real estate we advise all of the UK’s top-12 housebuilders.",60
P109,23,"We have an impressive legal pedigree, with 142 Chambers UK 2021 practice area and individual lawyer rankings. In Legal 500 UK 2021, the firm received a top tier ranking for 37 of its practice areas, and 58 DACB lawyers were singled out in the ‘Leading Individual' rankings.",30
P109,24,Our successes have been recognised by the legal industry and the markets in which we operate.,83
P109,25,These accolades include two top prizes in the ‘Excellence in Business Development’ and ‘Excellence in Technology & Innovation’ categories of the 2020 Law Society Excellence Awards – the highest accolade for law firms in England & Wales.,42
P109,26,"Our health sector team won the ‘Crisis Management Team of the Year’ award at the 2020 British Legal Awards for its support to the NHS at the onset of the COVID-19 pandemic, and our Cyber & Data Risk team received the ‘Business Development Innovation Award’ at the 2020 Legal Innovation Awards, as well as ‘Cyber Law Firm of the Year’",55
P109,27,"at the prestigious Insurance Insider Cyber Rankings Awards, for its market-leading suite of digital tools to help our clients prepare for and respond to cyber and data risk crises.",60
P109,28,"Our vision is to be leading business advisers, recognised for our insight and our outstanding commitment to clients, and for being the place where talented people want to work. For further details on our work and our culture, please visit",47
P109,29,"At DAC Beachcroft, we don’t just accept your differences we celebrate them.",0
P109,30,"From bespoke solutions for our clients, to treating you like an individual.",62
P109,31,Our strength comes from your diverse ideas and bringing the whole you to work.,0
P109,32,"So if you’re good at what you do, come as you are .",7
P109,33,We welcome direct applications and are happy to talk flexible working.,2
P109,34,We also want you to be at your very best.,0
P109,35,Please feel free to let us know of any changes we can make at any point in the recruitment process that will help support your application.,2
P109,36,"If this opportunity sounds of interest to you, please make an application and submit your CV.",2
P109,37,Your application will be dealt with in the strictest of confidence.,2
P109,38,Note for Recruitment Agencies – the DAC Beachcroft recruitment team is responsible for managing all current vacancies through direct hiring and referrals wherever possible.,2
P109,39,We do work with recruitment agencies and where we require external support we will formally release those vacancies to the agencies on our Preferred Supplier List deemed best placed to assist us.,54
P109,40,Speculative CVs sent by any agency to any DAC Beachcroft employee without a specific request by the recruitment team will not be accepted and with no introduction fee applicable.,2
P109,41,Our recruitment team can be contacted at,2
P110,0,Who We're Looking For: We're in search of an individual to spearhead the company's strategic trajectory through data-driven insights.,1
P110,1,"This role will be pivotal in gathering, analysing, and translating intricate data into actionable strategies, enabling the company to make well-informed decisions and foster growth.",1
P110,2,"If you're a proactive, data-savvy professional driven by turning information into innovation, we'd like to hear from you.",1
P110,3,"Gather and analyse data from diverse sources to pinpoint trends, patterns, and opportunities shaping the business roadmap.",1
P110,4,"Convert complex data into clear, concise reports and presentations.",23
P110,5,Proactively identify avenues for accelerated growth and maximise customer Lifetime Value (LTV).,58
P110,6,Collaborate with various teams across the organisation to grasp their data needs and offer actionable insights.,1
P110,7,Develop and conduct A/B tests and experiments to validate hypotheses and draw insights.,23
P110,8,Stay updated with industry best practices and emerging trends in business intelligence and data analytics.,1
P110,9,Our Ideal Candidate Has,45
P110,10,"5+ years of experience in a data-centric role, with expertise in GA4 and Looker.",26
P110,11,"Extensive proficiency and hands-on experience with GA4, including implementation, event tracking, conversion funnel tracking, and custom reporting.",1
P110,12,Proven success in elevating the level of data maturity within a growing business.,1
P110,13,Proficiency in crafting compelling narratives through the use of data and insights.,39
P110,14,A proactive drive to lead and influence the business's direction.,94
P110,15,"Competitive salary and benefits package, encompassing an attractive equity plan, comprehensive private health insurance, and substantial employer pension contributions.",5
P110,16,"We actively foster diversity of thought and experience to drive innovation. We embrace differences in background, identity, and perspective, ensuring an environment where everyone can bring their authentic self to work at all times.",0
P110,17,Location: London three times a week.,3
P110,18,Agreed to be put forward at £70k.,11
P111,0,"SQL & Reporting Analyst - 2-year Fixed Term Contract - Middlesex offices/Home - hybrid working 2/3 days pw in the office - Salary negotiable dep on experience £35 - 50,000 - J12618",11
P111,1,"This is a 2-year fixed term contract, with all the benefits and development opportunities of a permanent employee. They hope there will be an opportunity of this becoming a permanent role during your employment with them however this cannot be guaranteed.",67
P111,2,This role is suitable for a graduate with 1+ years' experience in an Analyst role post university.,26
P111,3,"Degrees such as Mathematics, Statistics, Physics, MORSE, Economics etc.",10
P111,4,You should have a strong enthusiasm for problem solving and a passion for data.,23
P111,5,"You will be expected to provide analytical expertise, seek to identify data gaps and proactively develop the data agenda in line with business priorities as well as challenge business leaders to become truly data driven.",1
P111,6,A positive thinker with plenty of curiosity would be ideal for this role.,87
P111,7,"Partner with core business areas to gain a deep understanding of their data, reporting, visualisation and analysis needs",1
P111,8,"Manage a portfolio of dashboards, visualisations and data sources, and the continuous improvement of these",82
P111,9,Deliver robust and accurate data sets and visualisations within expected timescales,101
P111,10,Structure problems and design and develop numerical models to inform decisions,23
P111,11,Proactively consult and bring together multiple stakeholders and gain buy-in to ideas and approaches,28
P111,12,"Provide deep insight for critical business questions using a variety of analytical tools e.g. SQL, Tableau, Python and Excel",81
P111,13,Proven advanced analytical skills,6
P111,14,Comfortable challenging and influencing senior management with conflicting views,52
P111,15,Creativity in recommending solutions and commitment to driving delivery,62
P111,16,Proven ability to lead the direction of analytical projects,6
P111,17,Excellent presentation and communication skills,4
P111,18,Strong business acumen and commercial awareness,62
P111,19,"Proven technical skills including SQL, Excel and Python (or similar)",33
P111,20,Experience in design and creation of data visualisations and dashboards e.g. Tableau,8
P111,21,Numerate Degree is essential,10
P111,22,1+ year in an Analyst role,26
P111,23,"Analysing complex issues, packaging findings and presenting effectively to stakeholders",28
P111,24,Managing databases and/or blending data,22
P111,25,Designing data for management information purposes,101
P111,26,Visualising data and presenting trends and findings for broad audiences,101
P111,27,If this sounds like the role for you then please apply today!,2
P111,28,"Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.",2
P111,29,"Datatech is one of the UK's leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data. For more information, visit our website: www.datatech.org.uk",1
P112,0,"Nottingham Trent House (95002), United Kingdom, Nottingham, NottinghamshirePortfolio Analyst (Data Analyst)",3
P112,1,"This role sits within the Strategy, Insight and Governance team (S.I.G) in our Technology Department that holds accountability for providing internal consultancy to help transform UK Tech.",1
P112,2,"Ability to pay attention to detail, communicate well and be a strong business partner are essential skills for this role. We need you to not only understand the data, but be able to provide insight and analysis through clear visual, written and verbal communication.",66
P112,3,"As an analyst within the team, you'll need",14
P112,4,"Strong analytical, critical thinking, and creative problem-solving skills",6
P112,5,Proficient at manipulating and analysing large datasets using SQL (preferably using Snowflake),65
P112,6,"Able to design, develop, and implement business intelligence solutions (preferably using Tableau)",8
P112,7,Prepare and present reports and visualisations in order to communicate findings to stakeholders,101
P112,8,"Business partner within Tech Delivery in order to produce high quality, accurate and timely reporting that effectively informs and drives the investment portfolio of the business.",54
P112,9,Identify areas to increase efficiency and automation of processes,92
P112,10,Maintain automated data processes,74
P112,11,Develop and support reporting processes,34
P112,12,"Gather, understand and document detailed customer requirements using appropriate tools and techniques",16
P112,13,"Manipulate, analyse and interpret complex data sets relating to the Tech Delivery",23
P112,14,Prepare reports for internal audiences using business analytics reporting tools,34
P112,15,"Create data dashboards, graphs and visualisations",101
P112,16,What We’re Looking For,104
P112,17,Knowledge of Database and Data Warehousing concepts,65
P112,18,"Experience delivering self-service tools, analysis and data solutions",74
P112,19,Good facilitation skills – ability to collaborate/present to a variety of individuals,4
P112,20,Excellent numerical and analytical skills,6
P112,21,Knowledge of data analysis tools,23
